,date,developerResponse,review,rating,isEdited,title,userName
10,2017-09-24 10:49:03,"{'id': 5191794, 'body': 'Olá, Eugenia! Lamentamos o ocorrido! Estamos aqui para ajudar. Encaminhe um e-mail para appvivo.br@telefonica.com com o seu nome completo, número de telefone com DDD em que o erro ocorre e evidências do erro. Assim, podemos resolver o seu problema com mais rapidez. Agradecemos seu contato!', 'modified': '2018-09-24T07:13:26Z'}","Eu baixei esse app e por ele migrei meu plano de vivo controle para easy. Ao final, apareceu uma mensagem dizendo que podia demorar até 3 horas a migração então eu só precisava esperar. Passaram 24h, nada, o app estava com erro. Liguei lá e a atendente me disse que eles CANCELARAM A MINHA LINHA. Eu fiquei sem celular. Esse app é uma merda.",1,False,NÃO USEM,Eugenia.kimura
11,2018-12-14 14:00:46,"{'id': 6399390, 'body': 'Bom dia, Paulo! Obrigada por utilizar o Vivo Easy. Qualquer dúvida, conte conosco! :)', 'modified': '2018-12-16T02:47:55Z'}","E um bom plano para quem viaja e gosta de assistir vídeos no YouTube porque vc poder so comprar as diárias e não precisa ter franquia de internet *Ganhe 1.000 diárias de WhatsApp e conheça o Vivo Easy.* Já imaginou poder usar seus apps favoritos o dia inteiro sem gastar sua internet? E ainda não se preocupar se a sua internet tem dia pra expirar? Use o código *B5EPK*, ganhe 1.000 diárias de WhatsApp e conheça o Vivo Easy.",5,False,Bom app,Paulo Katel
12,2018-12-18 10:12:08,"{'id': 6451962, 'body': 'Olá, JMesquita! Às vezes o aplicativo pode apresentar instabilidade por causa do número de acessos. Você pode tentar novamente mais tarde, caso o problema persista, você pode entrar em contato conosco através do e-mail appvivo.br@telefonica.com, informando nome completo, e-mail e número do telefone com DDD. Conte com a gente!', 'modified': '2018-12-19T03:33:00Z'}","O app mudou, ficando mais lento, acesso mais difícil. Bastava um beta para perceber que o app regredia.",1,False,Mudança...para pior,JMesquitaFilho
13,2017-09-20 00:27:14,"{'id': 1153893, 'body': 'Oi, tudo bem? Vamos verificar o que está causando esse erro.  Para relatar problemas, por favor acesse http://www.vivo.com.br/atendeapp. Assim poderemos lhe ajudar com mais precisão. Muito obrigado e conte conosco!', 'modified': '2017-08-31T20:02:21Z'}","Coloquei esse plano, sempre que vou ligar diz que o meu vivo easy não possui saldo, mesmo ligando para Vivo que o plano oferta ser ilimitado. Mensagem diz que não possuo saldo. Queria apenas meu celular funcionando. O que adianta ter um plano interessante se não entrega.",1,True,23 dias sem telefone,a0013806
14,2020-07-23 15:19:23,"{'id': 16841620, 'body': 'Olá, Renata! Vou te ajudar. Não identificamos seu contato, peço que envie seus dados novamente para o e-mail appvivo.br@telefonica.com e verifique se o endereço de envio está correto. Aguardo você por lá e vou verificar o caso.', 'modified': '2020-07-24T03:33:11Z'}","Da sempre erro ao finalizar, estou tentando há mais de um mês. Já mandei email, mas voces demoram uma semana para responder cada vez que eu escrevo. Nada resolve, quando finalizo o cadastro aparece uma tela vermelha dizendo que por razões internas meu cadastro não foi aprovado.",1,False,Suporte muito ruim,renatasquarzoni
15,2020-03-27 23:47:24,"{'id': 14297474, 'body': 'Deixa comigo, Nicoly, vou verificar o que está causando esse erro. Você pode enviar e-mail para appvivo.br@telefonica.com, informando nome completo, e-mail e número do telefone com DDD, assim consigo te ajudar com mais rapidez ;)', 'modified': '2020-03-28T06:13:07Z'}","Faz mais de um mês que tento cadastrar todos os dias, mas nunca da certo, quando é pra finalizar, fala que o aplicativo deu erro e a tela fica vermelha, eu preciso desse plano arrumem por favor! Já liguei na Vivo falaram a estava em manutenção e ate o dia 26/03/2020 arrumavam e não arrumaram, ja fui em loja fixa e falaram que a vivo estava tirando o plano do catálogo mas vejo muitas pessoas usando, o que está acontecendo? Arrumem por favor!",1,False,Péssimo!,NicolyOv
16,2020-02-27 21:41:10,"{'id': 13727861, 'body': 'Olá, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para appvivo.br@telefonica.com com o seu nome completo, número de telefone com DDD e evidências do erro. Espero você ;)', 'modified': '2020-02-27T04:37:08Z'}","Hora diz que o problema era com o cartão de crédito, hora diz que tem um problema interno. Há 7 dias venho tentando me cadastrar nesse plano sem sucesso. Já desinstalei o aplicativo e instalei várias vezes. Já tentei com código, sem código... Nada funciona!
Fiz o que sugeriram e a resposta foi que não me aceitam no plano, não tem explicação e não há o que fazer. Será que é porque eu tinha outro plano na Vivo e cancelei?",1,True,Por questões internas seu vivo easy não foi aprovado,Usuário 58473
17,2020-10-12 23:16:40,"{'id': 18466917, 'body': 'Olá! Maia, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para appvivo.br@telefonica.com com o seu nome completo, número de telefone com DDD, evidências do erro e um print do comentário feito aqui na loja. Espero você ;)', 'modified': '2020-10-14T06:00:09Z'}","Inacreditavel ter um app assim, melhor do que todos os planos disponíveis na vivo. 
Único problema é que meu telefone pega 4g, mas quando comprei internet por esse app só está conectando 3g. 

Alguém poderia me ajudar com isso? 
Att.,",5,False,App sensacional,m_aia
18,2019-10-07 19:06:43,"{'id': 11114844, 'body': 'Olá, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para appvivo.br@telefonica.com com o seu nome completo, número de telefone com DDD e evidências do erro. Espero você ;)', 'modified': '2019-10-08T05:44:55Z'}","O aplicativo era até bom, mas depois das últimas atualizações ele não funciona. Fica muito tempo para aparecer a tela de login, tenho que tentar varias vezes entrar e fica dando erro dentro do app. Fora isso, sempre usei o vivo easy e agora com a redução dos preços ficou bem melhor. Uma sugestão é colocar login automático ou pelo menos com touch id. Ter que digitar a senha sempre que for entrar é chato e ultrapassado.",3,False,É bom mas está péssimo agora,Ulooka
19,2019-08-20 12:03:00,"{'id': 10271180, 'body': 'Olá, Rosemeire! Vamos verificar o que está causando esse erro no app. Se desejar, envie e-mail para appvivo.br@telefonica.com, informando nome completo, e-mail e número do telefone com DDD. Conte conosco!', 'modified': '2019-08-21T05:23:57Z'}","O app deveria ter um acesso mais rápido, no meu caso, minha internet acaba e só consigo contratar mais qdo eu tiver acesso. Mas se acabou como vou ter acesso? Não tem lógica. Outra dificuldade, se estou acessando do meu celular , para que senha ????",3,False,Precisa melhorar,@Rosemeire1996
20,2024-05-12 06:42:15,"{'id': 43878454, 'body': 'Lamento por isso, Pedro. Para que eu consiga te ajudar com mais rapidez, peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Te espero lá para resolvermos isso!', 'modified': '2024-05-13T13:13:21Z'}",Sempre dá umas bugadas.,5,False,"Bom, mas pode melhorar!",Pedro Luiz R Pires
21,2018-07-23 00:39:21,"{'id': 4370286, 'body': 'Olá, Magda! Ainda não é cliente Vivo Easy? Aguarde que em breve você também vai poder ter acesso ao novo app para conhecer todas as novidades do Vivo Easy!', 'modified': '2018-07-24T07:02:00Z'}","Não aparece opção “quero conhecer” só aparece “já sou cadastrado”. Achei que fosse meu celular, mas testei em outro e está a mesma coisa.",1,False,Impossível se cadastrar,Magda Oliveira
22,2024-04-07 17:21:30,"{'id': 43148056, 'body': 'Lamento por isso. Para que eu consiga te ajudar com mais rapidez, peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Te espero lá para resolvermos isso!', 'modified': '2024-04-09T09:04:11Z'}","Ao menos o app deveria funcionar sem internet, já que é para colocar crédito.",5,False,Deveria funcionar sem internet,fortunasants
23,2024-05-12 03:47:38,"{'id': 44089048, 'body': 'Olá! O Vivo Easy oferece a oportunidade de montar o seu pacote de voz e internet como você quiser e sem validade. E mais, você pode ativar a trava de gastos para não ter que se preocupar com as despesas. Precisando é só chamar ;)', 'modified': '2024-05-22T16:36:13Z'}","O cashback recebido só vale coisa de 5 dias. Os produtos na loja são de longe bem mais caros do que um plano controle. Sem assinatura prime, comprando diárias pra ligar o valor fica absurdo. Todo o Vivo Easy foi desenhado pra você pagar mais caro por tudo nesse esquema de diárias. Não vale a pena.",1,False,Cashback recebido só vale poucos dias,allangarcia_
24,2024-05-11 23:33:53,"{'id': 44089790, 'body': 'Olá! Atualmente, só é possível ter 3 cartões de crédito ativos. Caso você possua apenas 1 cartão, só será possível excluí-lo adicionando outro antes. Se ainda precisar de ajuda, envie um e-mail para suporteapp.br@telefonica.com, informando seu nome, número do telefone com DDD e um print do comentário feito aqui na loja, que eu verifico isso pra você!', 'modified': '2024-05-22T18:04:33Z'}",O app não tem como remover o cartão de crédito cadastrado,1,False,Inseguro,nbrunona
25,2024-04-07 11:47:45,"{'id': 43150163, 'body': 'Fico feliz com seu feedback! Ele nos motiva a tornar o Vivo Easy cada vez melhor. :)\n', 'modified': '2024-04-09T10:15:20Z'}","Gosto desse app. 
Não fico na obrigação de colocar crédito só pra manter a linha. Com o Vivo easy coloco só que preciso no momento.",5,False,Bom app,SusiPrado
26,2024-02-29 05:07:12,"{'id': 39234962, 'body': 'Olá! Me detalha o que está acontecendo e eu te ajudo, ok? Envie um e-mail para suporteapp.br@telefonica.com, informando o nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, para resolvermos isso ;)', 'modified': '2023-09-30T19:10:18Z'}",Suporte Técnico Ajuda Atendimento.. não existe,3,True,Suporte Técnico Ajuda Atendimento… não existe,Oibaf Onabla
27,2024-04-06 15:21:45,"{'id': 43120996, 'body': 'Deixa comigo. Vou verificar o que está causando isso. Você pode enviar e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, assim consigo te ajudar com mais rapidez ;)', 'modified': '2024-04-08T09:36:42Z'}","Não permite atualizar ou comprar outro plano maior, só deixa comprar mais internet",1,False,Plano,alcoro
28,2024-04-05 02:15:57,"{'id': 43087772, 'body': 'Olá! Me detalha o que está acontecendo e eu te ajudo, ok? Envie um e-mail para suporteapp.br@telefonica.com, informando o nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, para resolvermos isso ;)', 'modified': '2024-04-06T14:38:23Z'}",Pessimo,1,False,Aplicativo não funciona,JuozzM
29,2024-03-01 02:59:58,"{'id': 44090545, 'body': 'Olá! Às vezes o app pode apresentar instabilidade por conta do número de acessos. Você pode tentar novamente mais tarde, mas também pode entrar em contato através do e-mail suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja (;', 'modified': '2024-05-22T19:17:47Z'}",Na maioria das vezes é péssimo demora demais pra abrir e muitas vezes não abri,1,False,App ruim,amandinha18
30,2024-02-29 14:51:36,"{'id': 42326771, 'body': 'Olá! Às vezes o app pode apresentar instabilidade por conta do número de acessos. Você pode tentar novamente mais tarde, mas também pode entrar em contato através do e-mail suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja (;\n', 'modified': '2024-03-02T13:19:55Z'}",App nao abre. Fica pensando e não funciona.,1,False,Pessimo app,leo2t
31,2024-02-29 08:12:12,"{'id': 42310697, 'body': 'Olá, Wendell! Entendemos que mudanças como essas nem sempre são bem recebidas. Mas, pode continuar acompanhando todas as atualizações pelo nosso app e seguir aproveitando todas as facilidades que o Easy proporciona. Estamos sempre buscando o melhor para os nossos clientes. Conte conosco!', 'modified': '2024-03-01T13:00:23Z'}",Tiraram para comprar diarias de app,1,False,PESSIMO,Wendell souza malakoi
32,2024-02-06 01:17:42,"{'id': 42447551, 'body': 'Olá, Bojunga! Entendemos que mudanças como essas nem sempre são bem recebidas. Mas, pode continuar acompanhando todas as atualizações pelo nosso app e seguir aproveitando todas as facilidades que o Easy proporciona. Estamos sempre buscando o melhor para os nossos clientes. Conte conosco!', 'modified': '2024-03-07T22:29:46Z'}","Ficou péssimo a nova política de preços da Vivo. Antes 30 dias corridos de YouTube ou Netflix custava 30 reais.Agora está 80 raia sob a ideia de que agora teria ficado melhor, pois apenas consumiria dos dias efetivamente utilizados. Péssimo. Que deixassem a opção para o usuário escolher. Ou 30 dias corridos por 30, ou 30 diárias aleatório conforme o uso.. Apenas acho muito chata a insistência em ficar oferecendo pacotes mensais em um intuito de tornar um “pós pago”.",3,False,Nova política de preços por dia ficou muito cara,Bojunga
33,2024-02-28 20:30:22,"{'id': 42306810, 'body': 'Olá! Eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para suporteapp.br@telefonica.com com o seu nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Espero você ;)', 'modified': '2024-03-01T10:22:28Z'}","App trava mto, não carrega",2,False,Trava demais,kelsperanza
34,2024-02-17 23:44:24,"{'id': 42050846, 'body': 'Olá, Danyel! Entendemos que mudanças como essas nem sempre são bem recebidas. Mas, pode continuar acompanhando todas as atualizações pelo nosso app e seguir aproveitando todas as facilidades que o Easy proporciona. Estamos sempre buscando o melhor para os nossos clientes. Conte conosco!\n', 'modified': '2024-02-19T11:19:05Z'}","Começou super bem, super vantajoso, ai subiram o preço (o que n deve parar por ai), agora tiraram o cashback e compra dos app… vivo easy virando easy hard, estragando com tudo, e o preço vai continuar subindo pq a vivo é isso, sobe preço e acaba vantagens",1,False,"Começo, meio e fim",Danyel753
35,2023-09-15 16:51:47,"{'id': 38961537, 'body': 'Olá! Fico feliz com o comentário, as sugestões ajudam a melhorar o app cada vez mais. Anotei aqui e vou ver a possibilidade de adicioná-la :) ', 'modified': '2023-09-17T12:59:39Z'}","Bom, instintivo. Mas, as vezes não abre, ou demora muito.",3,False,Precisa melhorar,135696BB
36,2023-09-16 00:01:27,"{'id': 38961560, 'body': 'Olá, Clebson! Me detalha o que está acontecendo e eu te ajudo, ok? Envie um e-mail para suporteapp.br@telefonica.com, informando o nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, para resolvermos isso ;)\r\n', 'modified': '2023-09-17T13:01:18Z'}",Já foi bom. Hoje oscila muito o sinal de internet.,1,False,Internet oscilando,Clebson 1980
37,2023-09-15 13:49:54,"{'id': 38959208, 'body': 'Olá! Me detalha o que está acontecendo e eu te ajudo, ok? Envie um e-mail para suporteapp.br@telefonica.com, informando o nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, para resolvermos isso ;)', 'modified': '2023-09-17T09:21:44Z'}",Os preços são caros pra pouca internet e o aplicativo parece que foi desenvolvido por uma criança lá não tem como resolver nada,1,False,Pessimo,Pedrocar_ofc
38,2023-09-15 13:36:17,"{'id': 38959197, 'body': 'Olá, Bruno. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-09-17T09:20:40Z'}","Usei o app a muito tempo atrás pelo preço muito bom, hoje baixei de novo e pensei em voltar pra vivo, mas me espantei com os preços super alto, mais antes ficar na Tim que gasta 30 por mês e usa internet a vontade 😑",1,False,Preço muito alto.,Bruno Claiton
39,2023-09-14 18:04:32,"{'id': 38959090, 'body': 'Olá! Me detalha o que está acontecendo e eu te ajudo, ok? Envie um e-mail para suporteapp.br@telefonica.com, informando o nome completo, número de telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, para resolvermos isso ;)', 'modified': '2023-09-17T09:11:31Z'}",app está horrível os preço absurdo,1,False,app ruim,Clinte triste
40,2023-06-27 10:22:04,"{'id': 37397799, 'body': 'Vou informar a sua sugestão e vamos analisar a possibilidade de aplicar ao app. Aguarde as próximas atualizações e sigo à disposição se precisar :)', 'modified': '2023-06-29T09:33:14Z'}","O app da Vivo Easy é muito bom, mas não tem como o usuário localizar seu cashback e as informações do consumo de internet é confuso no gráfico.",4,False,App precisa melhorar,DadaiTeu
41,2023-09-14 13:50:46,"{'id': 38947666, 'body': 'Olá. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-09-16T04:22:12Z'}",Aumentou muito os preços,3,False,Preço,Ohmakin
42,2023-09-14 12:57:20,"{'id': 38947659, 'body': 'Lamento por isso, Dani. Para que eu consiga te ajudar com mais rapidez, peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Te espero lá para resolvermos isso!', 'modified': '2023-09-16T04:20:35Z'}",Desde que contratei percebi q minha internet está mais lenta e agora fui cobrada um valor que desconheço.,1,False,Não tem valido a pena,Dani Bassotto
43,2023-09-13 23:47:48,"{'id': 38932979, 'body': 'Ei, vou te ajudar com isso, tá? Peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD e um print do comentário feito aqui na loja. Aguardo você! ', 'modified': '2023-09-15T09:29:59Z'}","3g não funciona na cidade de Garuva / SC
Já fiz 2 chamados e não adiantou, vou cancelar o plano",1,False,Internet não funciona,bruna wiesner
44,2023-08-14 02:46:16,"{'id': 38307816, 'body': 'Lamento por isso. Para que eu consiga te ajudar com mais rapidez, peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Te espero lá para resolvermos isso!', 'modified': '2023-08-15T17:02:08Z'}","Preço alto. Falta de promoções. Aplicativo instável, sendo que é a única forma de contratar os serviços.",1,False,Aplicativo instável,Usuário vivo lixo 3G
45,2023-07-15 17:11:28,"{'id': 37702632, 'body': 'Deixa comigo, Dyomu, vou verificar o que está causando isso. Você pode enviar e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja, assim consigo te ajudar com mais rapidez ;)', 'modified': '2023-07-16T20:52:16Z'}","Já liguei na vivo e está tudo ok com minha linha. Faço ligações normal e acesso à internet.
Porém quando acesso o APP ele diz que minha linha está bloqueada.
Já reinstalei o app mas sempre da o mesmo erro.
O pior é que o app diz pra ligar pra *8486 mas quando ligo, falam que o problema é no app pois minha linha está tudo ok.
Mas não tem nenhum meio de contato pra falar com alguém do app.",1,False,Não consigo logar pois diz que meu número está bloqueado!,Dyomu
46,2023-07-13 15:09:56,"{'id': 37688801, 'body': 'Olá! Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-07-15T05:46:16Z'}","Os valores estão muito acima do mercado , comecei um valor e hoje está 3 vezes o valor inicial, será que não é o mesmo dono da blaze ? Vou denunciar vcs",1,False,Plano superfaturados,auau 157 boladao
47,2023-07-05 23:39:56,"{'id': 37527330, 'body': 'Olá! Miller, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para suporteapp.br@telefonica.com com o seu nome completo, número de telefone com DDD e um print do comentário feito aqui na loja. Espero você ;)', 'modified': '2023-07-07T05:11:09Z'}",Sei que a Internet não têm nada a ver com a questão de eu estar reclamando do App. Porém quero deixar registrado a minha insatisfação como Cliente da Vivo. Empresa decepcionante,1,False,Internet Lixo,Miller B. Costa
48,2023-07-05 23:00:51,"{'id': 37527333, 'body': 'Olá, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para suporteapp.br@telefonica.com com o seu nome completo, número de telefone com DDD e um print do comentário feito aqui na loja. Espero você ;)', 'modified': '2023-07-07T05:11:26Z'}",A internet cai direto. Tenho que reiniciar o celular toda vez.,3,False,A internet cai direto.,sibsales
49,2023-07-05 20:13:12,"{'id': 37527377, 'body': 'Olá! Pedro, eu vou verificar o motivo de estar acontecendo isso. Encaminhe um e-mail para suporteapp.br@telefonica.com com o seu nome completo, número de telefone com DDD e um print do comentário feito aqui na loja. Espero você ;)', 'modified': '2023-07-07T05:14:41Z'}","O plano em si é super convidativo em termos de valor, mas a qualidade de sinal e do serviço de internet deixa muito a desejar.
Não recomendo!",1,False,Qualidade de sinal de internet péssimo,Pedro HT
50,2023-05-11 12:03:01,"{'id': 36488329, 'body': 'Olá, fico feliz com seu feedback! Ele nos motiva a tornar o Vivo Easy cada vez melhor. :)', 'modified': '2023-05-12T15:16:19Z'}",Muito bom. Mudei meus pacotes de internet e ligações e não me arrependo,5,False,Thugregor,thurgregor8497
51,2023-06-27 03:13:31,"{'id': 37378745, 'body': 'Olá, Rone. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-06-28T10:59:47Z'}","Plano aumento 300 % nos pacotes de diaria, que tiro no pe que a vivo deu, todo mundo migrando pro claro flex, nao vale mais a pena",1,False,Vivo e seus aumentos abusivos,ronecarlosz
52,2023-06-24 20:11:03,"{'id': 37329822, 'body': 'Olá, Wellington. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-06-26T09:39:43Z'}","Gostava mto do app, mas não der pra entender o preço absurdo q colocaram nas diárias do Facebook e Instagram 30 dias estão 79,80 4 vezes a mais q o valor anterior!!",2,False,Diárias,Wellington m4rcos
53,2023-06-23 16:34:49,"{'id': 37311704, 'body': 'Olá, Cello. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-06-25T09:39:44Z'}","Os valores das diárias estavam ótimos pros dois lados, agora aumentou um absurdo, não vale mais apena",1,False,Valor absurdo,Cello Müller
54,2023-06-22 22:49:33,"{'id': 37303796, 'body': 'Olá. Sabemos que mudanças assim nunca são uma novidade legal, e lamentamos sua insatisfação. Os valores do Vivo Easy serão reajustados a partir de 01/06. Mas não se preocupe! Você continuará contando com todos os benefícios do plano digital que é a sua cara. Saiba mais em https://vivo.tl/valores-easy-2023', 'modified': '2023-06-24T12:59:09Z'}","Esse é o último mês que uso 
Teve um aumento absurdo no preço das diárias 
É impossível continuar renovando 
Aumentaram o preço mensal dos app de 14,90 e 29,90 pra 79,80..
Impossível mesmo!",1,False,Aumento absurdo nos preços,Aumento absurdo!
55,2023-06-22 02:21:33,"{'id': 37289111, 'body': 'Lamento por isso, Beatriz. Para que eu consiga te ajudar com mais rapidez, peço que envie um e-mail para suporteapp.br@telefonica.com, informando nome completo, número do telefone com DDD, print da tela detalhando o que houve e um print do comentário feito aqui na loja. Te espero lá para resolvermos isso!', 'modified': '2023-06-23T10:54:23Z'}","Aplicativo simplesmente não carrega absolutamente nada faz uns meses. 
Não consigo ver informação nenhuma, comprar diárias, NADA!",1,False,HORRÍVEL,beatriz.t15
